Wikidata ID,WD CY,WD EN,WLC CY,WLC EN,Authority / Area,Settlement type
Q5197235,Cwm-carn,Cwmcarn,Cwm-carn,Cwm-carn,Caerphilly County Borough,village
Q20598147,Cwm-cou,Cwm-cou,Cwm-cou,Cwm-cou,Ceredigion,village
Q107032439,Cwm-du,Cwm-du,Cwm-du,Cwm-du,City and County of Swansea,suburb
Q13127595,"Cwm-du, Sir Gaerfyrddin",Cwmdu,Cwm-du,Cwm-du,Carmarthenshire,hamlet
Q107032445,Cwm-felin-fach,Cwm-felin-fach,Cwm-felin-fach,Cwm-felin-fach,City and County of Swansea,suburb
Q16739881,Cwm-ffrwd,Cwmffrwd,Cwm-ffrwd,Cwm-ffrwd,Carmarthenshire,village
Q107032446,Cwm-ffrwd-oer,Cwm-ffrwd-oer,Cwm-ffrwd-oer,Cwm-ffrwd-oer,Torfaen,suburb
Q5197248,Cwm-gors,Cwmgors,Cwm-gors,Cwm-gors,Neath Port Talbot County Borough,village
Q107032448,Cwm-gwrach,Cwm-gwrach,Cwm-gwrach,Cwm-gwrach,Neath Port Talbot County Borough,village
Q5197172,Cwm-hwnt,Cwm-Hwnt,Cwm-hwnt,Cwm-hwnt,Rhondda Cynon Taf,hamlet
Q5197261,Cwm-iou,Cwmyoy,Cwm-iou,Cwmyoy,Monmouthshire,hamlet
Q20598168,Cwm-Llinau,Cwm-Llinau,Cwmlline,Cwmlline,Powys,village
Q107032452,Cwm-mawr,Cwm-mawr,Cwm-mawr,Cwm-mawr,Carmarthenshire,suburb
Q20598177,Cwm-miles,Cwm-miles,Cwm-miles,Cwm-miles,Cilymaenllwyd,hamlet
Q20598188,Cwm-morgan,Cwm-morgan,Cwm-morgan,Cwm-morgan,Carmarthenshire,hamlet
Q107032453,Cwm-nant-gam,Cwm-nant-gam,Cwm-nant-gam,Cwm-nant-gam,Blaenau Gwent County Borough,hamlet
Q107032454,Cwm-nant-gwynt,Cwm-nant-gwynt,Cwm-nant-gwynt,Cwm-nant-gwynt,Caerphilly County Borough,village
Q5197252,Cwm-parc,Cwmparc,Cwm-parc,Cwm-parc,Rhondda Cynon Taf,village
Q13127594,Cwm-pen-graig,Cwmpengraig,Cwm-pen-graig,Cwm-pen-graig,Carmarthenshire,village
Q20598204,Cwm-rhos,Cwm-rhos,Cwm-rhos,Cwm-rhos,Powys,hamlet
Q3008014,Cwm-twrch,Cwmtwrch,,,Powys,village
Q107032459,Cwm-twrch Isaf,Lower Cwm-twrch,Cwm-twrch Isaf,Lower Cwm-twrch,Powys,village
Q107032460,Cwm-twrch Uchaf,Upper Cwm-twrch,Cwm-twrch Uchaf,Upper Cwm-twrch,Powys,village
Q107032461,Cwm-y-glo,Cwm-y-glo,Cwm-y-glo,Cwm-y-glo,Carmarthenshire,village
Q3402521,Cwm-y-glo,Cwm y Glo,Cwm-y-glo,Cwm-y-glo,Gwynedd,village
Q5197259,Cwm-ynys-cou,Cwmynyscoy,Cwm-ynys-cou,Cwm-ynys-cou,,suburb
Q5197179,Cwm-yr-Eglwys,Cwm-yr-Eglwys,Cwmyreglwys,Cwmyreglwys,Pembrokeshire,hamlet
Q5197219,Cwmafan,Cwmavon,Cwmafan,Cwmafan,Neath Port Talbot County Borough,community
Q5197227,Cwmafon,Cwmavon,Cwmafon,Cwmafon,Torfaen,hamlet
Q3365170,Cwmaman,Cwmaman,Cwmaman,Cwmaman,Rhondda Cynon Taf,town
Q5197221,Cwmaman,Cwmamman,,,Carmarthenshire,community
Q20598249,Cwmbach Llechrhyd,Cwmbach Llechrhyd,,,Disserth and Trecoed,village
Q20598258,"Cwmbach, y Clas-ar-Wy",Cwmbach,Cwm-bach,Cwm-bach,Glasbury,hamlet
Q20598267,Cwmbelan,Cwmbelan,Cwm Belan,Cwm Belan,Powys,hamlet
Q990153,Cwmbrân,Cwmbran,Cwmbrân,Cwmbrân,Torfaen,town
Q13127602,Cwmbrân Ganol,Cwmbran Central,,,Torfaen,community
Q7898590,Cwmbrân Uchaf,Upper Cwmbran,Cwmbrân Uchaf,Upper Cwmbrân,Torfaen,community
Q15987457,Cwmbrwyno,Cwmbrwyno,Cwmbrwyno,Cwmbrwyno,Ceredigion,hamlet
Q5197236,Cwmbwrla,Cwmbwrla,Cwmbwrla,Cwmbwrla,City and County of Swansea,residential area
Q5197237,Cwmcarfan,Cwmcarvan,Cwmcarfan,Cwmcarfan,Monmouthshire,hamlet
Q38251648,Cwmcarnhywel,Cwmcarnhywel,Cwmcarnhywel,Cwmcarnhywel,Carmarthenshire,village
Q107032435,Cwmcelyn,Cwmcelyn,Cwmcelyn,Cwmcelyn,Blaenau Gwent County Borough,suburb
Q107032436,Cwmcerdinen,Cwmcerdinen,Cwmcerdinen,Cwmcerdinen,City and County of Swansea,human settlement
Q107032437,Cwmcewydd,Cwmcewydd,Cwmcewydd,Cwmcewydd,Gwynedd,hamlet
Q15987456,Cwmcoednerth,Cwmcoednerth,,,Ceredigion,village
Q107032438,Cwmcorrwg,Cwmcorrwg,Cwmcorrwg,Cwmcorrwg,Caerphilly County Borough,hamlet
Q22688005,Cwmcych,Cwmcych,Cwm-cuch,Cwm-cuch,Carmarthenshire,hamlet
Q5197238,Cwmdâr,Cwmdare,Cwmdâr,Cwmdare,Rhondda Cynon Taf,village
Q20598277,Cwmderwen,Cwmderwen,,,Powys,village
Q3401171,Cwmdu,Cwmdu,Llanfihangel Cwm Du,Llanfihangel Cwm Du,Powys,village
Q5197243,Cwmduad,Cwmduad,Cwmduad,Cwmduad,Carmarthenshire,village
Q107032440,Cwmdulais,Cwmdulais,Cwmdulais,Cwmdulais,City and County of Swansea,hamlet
Q107032441,Cwmdŵr,Cwmdŵr,Cwmdŵr,Cwmdŵr,Carmarthenshire,hamlet
Q107032442,Cwmdwyfran,Cwmdwyfran,Cwmdwyfran,Cwmdwyfran,Carmarthenshire,village
Q15987455,Cwmerfyn,Cwm-erfin,Cwmerfyn,Cwmerfyn,Ceredigion,village
Q107032443,Cwmergyr,Cwmergyr,Cwmergyr,Cwmergyr,Ceredigion,territory
Q5197244,Cwmfelin,Cwmfelin,Cwmfelin,Cwmfelin,Bridgend County Borough,village
Q107032444,Cwmfelin,Cwmfelin,Cwmfelin,Cwmfelin,Merthyr Tydfil County Borough,village
Q13127603,Cwmfelin-boeth,Cwmfelin-boeth,Cwmfelin-boeth,Cwmfelin-boeth,Carmarthenshire,hamlet
Q5197245,Cwmfelinfach,Cwmfelinfach,Cwmfelin-fach,Cwmfelin-fach,Caerphilly County Borough,village
Q264304,Cwmfelinmynach,Cwmfelin Mynach,Cwmfelinmynach,Cwmfelinmynach,Carmarthenshire,hamlet
Q107032447,Cwmgelli,Cwmgelli,Cwmgelli,Cwmgelli,Caerphilly County Borough,human settlement
Q20598284,Cwmgiedd,Cwmgiedd,Cwmgïedd,Cwmgïedd,Powys,village
Q13127604,Cwmgwili,Cwmgwili,Cwmgwili,Cwmgwili,Llandybie,village
Q20598031,Cwmheiob,Cwmheyope,Cwmheiob,Cwmheyope,Powys,hamlet
Q20598301,Cwmhiraeth,Cwmhiraeth,Cwmhiraeth,Cwmhiraeth,Carmarthenshire,hamlet
Q20598309,Cwmifor,Cwmifor,Cwmifor,Cwmifor,Carmarthenshire,village
Q20598342,Cwmisfael,Cwmisfael,Cwmisfael,Cwmisfael,Carmarthenshire,hamlet
Q107032450,Cwmllethryd,Cwmllethryd,Cwmllethryd,Cwmllethryd,Carmarthenshire,human settlement
Q268367,Cwmllynfell,Cwmllynfell,Cwmllynfell,Cwmllynfell,Neath Port Talbot County Borough,village
Q107032455,Cwmnantyrodyn,Cwmnantyrodyn,Cwmnantyrodyn,Cwmnantyrodyn,Caerphilly County Borough,human settlement
Q107032456,Cwmoernant,Cwmoernant,Cwmoernant,Cwmoernant,Carmarthenshire,suburb
Q7080139,Cwmogwr,Ogmore Vale,Cwmogwr,Ogmore Vale,Bridgend County Borough,village
Q5197255,Cwmpennar,Cwmpennar,Cwmpennar,Cwmpennar,Rhondda Cynon Taf,village
Q20598368,Cwmrhaeadr,Cwmrhaeadr,,,Powys,village
Q5197253,Cwmrhydyceirw,Cwmrhydyceirw,Cwmrhydyceirw,Cwmrhydyceirw,City and County of Swansea,village
Q15987289,Cwmsychbant,Cwmsychbant,Cwmsychbant,Cwmsychbant,Ceredigion,hamlet
Q107032457,Cwmsyfïog,Cwmsyfïog,Cwmsyfïog,Cwmsyfïog,Caerphilly County Borough,suburb
Q107032458,Cwmsymlog,Cwmsymlog,Cwmsymlog,Cwmsymlog,Ceredigion,hamlet
Q27056926,Cwmtydu,Cwmtydu,Cwmtydu,Cwmtydu,Ceredigion,hamlet
Q3405637,Cwmtyleri,Cwmtillery,Cwmtyleri,Cwmtillery,Blaenau Gwent County Borough,village
Q20598412,Cwmwdig Water,Cwmwdig Water,Dŵr Cwmwdig,Cwmwdig Water,Pembrokeshire,hamlet
Q19461246,Cwmwysg,Cwmwysg,Cwmwysg,Cwmwysg,,hamlet
Q5197262,Cwmystwyth,Cwmystwyth,Cwmystwyth,Cwmystwyth,Ceredigion,village
Q107032462,Cwrt,Cwrt,Cwrt,Cwrt,Gwynedd,hamlet
Q106091012,Cwrt Herbert,Cwrt Herbert,,,Neath Port Talbot County Borough,village
Q13127613,Cwrt-henri,Court Henry,Cwrt-henri,Cwrt-henri,Carmarthenshire,village
Q107032463,Cwrt-sart,Cwrt-sart,Cwrt-sart,Cwrt-sart,Neath Port Talbot County Borough,suburb
Q13127612,Cwrt-y-cadno,Cwrt-y-cadno,Cwrtycadno,Cwrtycadno,Carmarthenshire,human settlement
Q5197268,Cwrt-y-gollen,Cwrt y Gollen,Cwrtygollen,Cwrtygollen,Powys,village
Q107032464,Cwrtcolman,Cwrtcolman,Cwrtcolman,Cwrtcolman,Bridgend County Borough,hamlet
Q13127611,Cwrtnewydd,Cwrtnewydd,Cwrtnewydd,Cwrtnewydd,Ceredigion,village
Q3395358,Cydweli,Kidwelly,Cydweli,Cydweli,Carmarthenshire,town
Q5199169,Cyfarthfa,Cyfarthfa,Cyfarthfa,Cyfarthfa,Merthyr Tydfil County Borough,community
Q3401123,Cyffordd Llandudno,Llandudno Junction,Cyffordd Llandudno,Llandudno Junction,Conwy,town
Q20599064,Cyffredyn,Cyffredyn,,,Llangynidr,hamlet
Q11093013,Cyffylliog,Cyffylliog,Y Gyffylliog,Y Gyffylliog,Denbighshire,village
Q20598999,Cyfronydd,Cyfronydd,,,Powys,village
Q20598989,"Cyfronydd, Tre Castell",Cyfronydd,,,Powys,village
Q15212253,Cylch-y-Garn,Cylch-y-Garn,,,Isle of Anglesey,community
Q5199411,Cymau,Cymau,Cymau,Cymau,Flintshire,village
Q107032466,Cymdda,Cymdda,Cymdda,Cymdda,Bridgend County Borough,human settlement
Q5199742,Cymer,Cymmer,Cymer,Cymer,Neath Port Talbot County Borough,village
Q107032465,Cymin,Cymin,Cymin,Cymin,Monmouthshire,village
Q24674797,cymuned Aberffraw,Aberffraw community,,,Isle of Anglesey,community
Q24717063,Cymuned Amlwch,Amlwch Community,,,Isle of Anglesey,community
Q24810102,Cymuned Biwmares,Beaumaris Community,,,Gwynedd,community
Q24674792,Cymuned Caergybi,Holyhead,,,Isle of Anglesey,community
Q5197183,Cymuned Cwm Cadnant,Cwm Cadnant,,,Isle of Anglesey,community
Q24664354,Cymuned Llangefni,Llangefni,,,Isle of Anglesey,community
Q96878085,Cyncoed,Cyncoed,Cyncoed,Cyncoed,Raglan,hamlet
Q5199901,Cyncoed,Cyncoed,Cyncoed,Cyncoed,City and County of Cardiff,suburb
Q6389161,Cynffig,Kenfig,Cynffig,Kenfig,Bridgend County Borough,village
Q5199946,Cynghordy,Cynghordy,Cynghordy,Cynghordy,Carmarthenshire,village
Q2660634,Cyngor Bwrdeistref Dinefwr,Dinefwr,,,Carmarthenshire,human settlement
Q13127719,Cynheidre,Cynheidre,Cynheidre,Cynheidre,Carmarthenshire,village
Q16325096,Cynnull-mawr,Cynnull-mawr,,,Ceredigion,village
Q107032468,Cynonville,Cynonville,Cynonville,Cynonville,Neath Port Talbot County Borough,village
Q107032469,Cyntwell,Cyntwell,Cyntwell,Cyntwell,City and County of Cardiff,human settlement
Q5200185,Cynwyd,Cynwyd,Cynwyd,Cynwyd,Denbighshire,village
Q5200192,Cynwyl Elfed,Cynwyl Elfed,Cynwyl Elfed,Cynwyl Elfed,Carmarthenshire,village
Q5200191,Cynwyl Gaeo,Cynwyl Gaeo,,,Carmarthenshire,community
Q107032470,Cywarch,Cywarch,Cywarch,Cywarch,Gwynedd,territory
Q5208304,Dafen,Dafen,Dafen,Dafen,Carmarthenshire,village
Q3012283,Dale,Dale,Dale,Dale,Pembrokeshire,village
Q107032472,Dan-y-graig,Dan-y-graig,Dan-y-graig,Dan-y-graig,Caerphilly County Borough,hamlet
Q107032471,Danrhelyg,Danrhelyg,Danrhelyg,Danrhelyg,Carmarthenshire,hamlet
Q60904226,Dardy,Dardy,Dardy,Dardy,Powys,hamlet
Q16246292,Daren,Daren,,,Ceredigion,village
Q107032473,Darland,Darland,Darland,Darland,Wrexham County Borough,village
Q20589268,Darowen,Darowen,Darowen,Darowen,Powys,hamlet
Q16246300,Darran-las,Darranlas,Darran-las,Darran-las,Rhondda Cynon Taf,village
Q16354708,Darren,Darren,,,Llangattock,village
Q107032474,Darrenfelen,Darrenfelen,Darrenfelen,Darrenfelen,Monmouthshire,village
Q20589481,Dawn,Dawn,Dawn,Dawn,Conwy County Borough,hamlet
Q107032475,Ddôl,Ddôl,Ddôl,Ddôl,Wrexham County Borough,human settlement
Q20592925,Ddôl Cownwy,Ddôl Cownwy,,,Llanwddyn,village
Q27522921,De Glynebwy,Ebbw Vale South,,,Blaenau Gwent County Borough,community
Q6729201,De Maelor,Maelor South,,,Wrexham County Borough,community
Q107032476,Deepweir,Deepweir,Deepweir,Deepweir,Monmouthshire,human settlement
Q107032477,Deerland,Deerland,Deerland,Deerland,Pembrokeshire,hamlet
Q5251744,Defynnog,Defynnog,Defynnog,Defynnog,Powys,village
Q1062506,Deganwy,Deganwy,Deganwy,Deganwy,Conwy County Borough,town
Q2173658,Deiniolen,Deiniolen,Deiniolen,Deiniolen,Llanddeiniolen,village
Q99227863,Denant,Denant,,,Tiers Cross,village
Q5262556,Deri,Deri,Deri,Deri,Caerphilly County Borough,village
Q16246322,Deri Ormond,Derry Ormond,,,Ceredigion,village
Q20589879,Derlwyn,Derlwyn,,,Powys,village
Q15987629,"Derlwyn, Ceredigion",Derlwyn,,,Ceredigion,village
Q107032478,Derwen,Derwen,Derwen,Derwen,Bridgend County Borough,hamlet
Q5263315,Derwen,Derwen,Derwen,Derwen,Denbighshire,village
Q13127860,Derwen-fawr,Broad Oak,Derwen-fawr,Broad Oak,Carmarthenshire,hamlet
Q107032479,Derwen-fawr,Derwen-fawr,Derwen-fawr,Derwen-fawr,City and County of Swansea,territory
Q7073873,Derwen-gam,Oakford,Derwen-gam,Oakford,Henfynyw,village
Q5263318,Derwen-las,Derwenlas,Derwen-las,Derwen-las,Powys,village
Q20589962,"Derwydd, Sir Gaerfyrddin",Derwydd,Derwydd,Derwydd,Carmarthenshire,village
Q20590015,Dethenydd,Dethenydd,,,Powys,village
Q20590085,Deuddwr,Deuddwr,,,Powys,village
Q5276401,Dihewyd,Dihewyd,Dihewyd,Dihewyd,Ceredigion,village
Q107032480,Dimlands,Dimlands,Dimlands,Dimlands,Vale of Glamorgan,hamlet
Q57942315,Dinas,Dinas,Dinas,Dinas,Gwynedd,hamlet
Q3402501,Dinas,Dinas,Dinas,Dinas,Llanwnda,village
Q20590548,Dinas,Dinas,Dinas,Dinas,Carmarthenshire,hamlet
Q5277964,Dinas,Dinas Cross,,,Pembrokeshire,village
Q3402467,Dinas Dinlle,Dinas Dinlle,Dinas Dinlle,Dinas Dinlle,Gwynedd,village
Q5277968,Dinas Mawddwy,Dinas Mawddwy,Dinas Mawddwy,Dinas Mawddwy,Gwynedd,village
Q3403308,Dinas Powys,Dinas Powys,Dinas Powys,Dinas Powys,Vale of Glamorgan,village
Q5277971,Dinas Rhondda,Dinas Rhondda,Dinas,Dinas,Rhondda Cynon Taf,village
Q1186888,Dinbych,Denbigh,Dinbych,Denbigh,Denbighshire,community
Q558878,Dinbych-y-pysgod,Tenby,Dinbych-y-pysgod,Tenby,Pembrokeshire,post town
Q5278387,Dinmael,Dinmael,Dinmael,Dinmael,Conwy County Borough,commote
Q5278615,Dinorwig,Dinorwig,Dinorwig,Dinorwig,Gwynedd,village
Q20590668,Discoed,Discoed,,,Powys,village
Q20590733,Diserth,Diserth,Diserth,Diserth,Powys,village
Q20571767,Diserth a Threcoed,Disserth and Trecoed,,,Powys,community
Q5319397,"Diserth, Sir Ddinbych",Dyserth,Dyserth,Dyserth,Denbighshire,village
Q107032482,Dobs Hill,Dobs Hill,Dobs Hill,Dobs Hill,Flintshire,village
Q784824,Doc Penfro,Pembroke Dock,Doc Penfro,Pembroke Dock,Pembrokeshire,community
Q17985748,Dociau Y Bari,Barry Docks,Doc y Barri,Barry Dock,Barry,port
Q16246332,Dol-gau,Dol-gau,,,Ceredigion,village
Q107032484,Dôl-goch,Dôl-goch,Dôl-goch,Dôl-goch,Gwynedd,human settlement
Q5320352,Dôl-y-bont,Dôl-y-bont,Dôl-y-bont,Dôl-y-bont,Ceredigion,village
Q107032486,Dôl-y-cae,Dôl-y-cae,Dôl-y-cae,Dôl-y-cae,Gwynedd,territory
Q20591058,Dôl-y-cannau,Dôl-y-cannau,Dolycannau,Dolycannau,Powys,hamlet
Q20591083,Dôl-y-maen,Dôl-y-maen,,,Powys,village
Q16246335,Dol-y-pandy,Dol-y-pandy,,,Ceredigion,village
Q107032487,Dôl-y-wern,Dôl-y-wern,Dôl-y-wern,Dôl-y-wern,Wrexham County Borough,human settlement
Q5288857,Dolanog,Dolanog,Dolanog,Dolanog,Powys,hamlet
Q20591111,Dolarddun,Dolarddun,,,Powys,village
Q5288868,Dolau,Dolau,Dolau,Dolau,Powys,hamlet
Q20591152,Dolau-hir,Dolau-hir,,,Powys,village
Q990100,Dolbenmaen,Dolbenmaen,Dolbenmaen,Dolbenmaen,Gwynedd,community
Q20591189,Doldowlod,Doldowlod,Doldowlod,Doldowlod,Powys,hamlet
Q15987288,"Dole, Ceredigion",Dole,Dole,Dole,Ceredigion,hamlet
Q5288968,Dolfach,Dolfach,,,Powys,village
Q13127924,Dolfor,Dolfor,Dolfor,Dolfor,Powys,hamlet
Q20591221,Dolfor Lock,Dolfor Lock,,,Powys,village
Q107032483,Dolgadfan,Dolgadfan,Dolgadfan,Dolgadfan,Powys,territory
Q3399645,Dolgarrog,Dolgarrog,Dolgarrog,Dolgarrog,Conwy County Borough,community
Q1235510,Dolgellau,Dolgellau,Dolgellau,Dolgellau,Gwynedd,town
Q15987549,Dolgerdd,Dolgerdd,,,Ceredigion,village
Q13127923,Dolgran,Dolgran,,,Carmarthenshire,village
Q20591231,Dolhelfa,Dolhelfa,,,Powys,village
Q107032485,Dolhendre,Dolhendre,Dolhendre,Dolhendre,Gwynedd,territory
Q20591605,Dolley Green,Dolley Green,Dolley Green,Dolley Green,Powys,hamlet
Q15987548,Dollwen,Dollwen,,,Ceredigion,village
Q21999655,Dolobran,Dolobran,,,Powys,village
Q20591240,Dolwar,Dolwar,,,Powys,village
Q20591262,Dolwen,Dolwen,,,Llandinam,hamlet
Q20859944,Dolwen,Dolwen,,,Betws yn Rhos,village
Q5289699,Dolwyddelan,Dolwyddelan,Dolwyddelan,Dolwyddelan,Conwy County Borough,village
Q26226447,Dolydd,Dolydd,Dolydd,Dolydd,Gwynedd,hamlet
Q5289701,Dolyhir,Dolyhir,,,Powys,village
Q20591098,Dolyronnen,Dôl-yr-Onnen,Dolyronnen,Dolyronnen,Powys,hamlet
Q20591658,Domgae,Domgay,Domgae,Domgae,Powys,hamlet
Q55262392,Dothan,Dothan,Dothan,Dothan,Anglesey,hamlet
Q5302695,Dowlais,Dowlais,Dowlais,Dowlais,Merthyr Tydfil County Borough,village
Q107032488,Dowlais Top,Dowlais Top,Dowlais Top,Dowlais Top,Merthyr Tydfil County Borough,suburb
Q5303257,Downs,Downs,Downs,Downs,Vale of Glamorgan,village
Q5304751,Draethen,Draethen,Draethen,Draethen,Caerphilly County Borough,village
Q107032490,Dre-fach,Dre-fach,Dre-fach,Dre-fach,Carmarthenshire,hamlet
Q13127949,Dre-fach,Dre-fach,Dre-fach,Dre-fach,Carmarthenshire,village
Q16246356,Dre-fach,Drefach,Dre-fach,Dre-fach,Ceredigion,village
Q107032489,Dre-fach,Dre-fach,Dre-fach,Dre-fach,Carmarthenshire,hamlet
Q5306194,Dre-fach Felindre,Dre-fach Felindre,Dre-fach Felindre,Dre-fach Felindre,Carmarthenshire,village
Q20591789,Dre-goch,Dre-goch,,,Llandyrnog,hamlet
Q20591815,Dreenhill,Dreenhill,Dreenhill,Dreenhill,Pembrokeshire,hamlet
Q107032491,Drefelin,Drefelin,Drefelin,Drefelin,Carmarthenshire,village
Q62427,Drenewydd Gelli-farch,Shirenewton,Drenewydd Gelli-farch,Shirenewton,Monmouthshire,village
Q7020033,Drenewydd yn Notais,Newton,,,Bridgend County Borough,village
Q5308445,Drope,Drope,,,Vale of Glamorgan,hamlet
Q20591868,Druidston,Druidston,Druidston,Druidston,Pembrokeshire,hamlet
Q107032492,Drury,Drury,Drury,Drury,Flintshire,village
Q107032493,Drury Lane,Drury Lane,Drury Lane,Drury Lane,Wrexham County Borough,hamlet
Q107032494,Drws-y-coed,Drws-y-coed,Drws-y-coed,Drws-y-coed,Gwynedd,territory
Q5309456,Drws-y-Nant,Drws-y-Nant,,,Gwynedd,village
Q13127966,Dryslwyn,Dryslwyn,Dryslwyn,Dryslwyn,Carmarthenshire,hamlet
Q5312624,Duhonw,Duhonw,,,Powys,community
Q5313300,Dulas,Dulas,Dulas,Dulas,Anglesey,hamlet
Q107032495,Dutlas,Dutlas,Dutlas,Dutlas,Powys,hamlet
Q5318360,Dwygyfylchi,Dwygyfylchi,Dwygyfylchi,Dwygyfylchi,Conwy County Borough,village
Q42904594,Dwyrain Aberdâr,Aberdare East,,,Rhondda Cynon Taf,community
Q107032496,Dwyrain Aberddawan,East Aberthaw,Dwyrain Aberddawan,East Aberthaw,Vale of Glamorgan,village
Q42904520,Dwyrain Aberpennar,Mountain Ash East,,,Rhondda Cynon Taf,community
Q13128009,Dwyrain Rhisga,Risca East,,,Caerphilly County Borough,community
Q13360525,Dwyrain Traethmelyn,Sandfields East,,,Neath Port Talbot County Borough,community
Q5318367,Dwyran,Dwyran,Dwyran,Dwyran,Anglesey,village
Q20592340,Dwyrhiw,Dwyrhiw,,,Powys,village
Q15711746,Dwyriw,Dwyriw,,,Powys,community
Q107032501,Dyffryn,Dyffryn,Dyffryn,Dyffryn,Bridgend County Borough,suburb
Q15215279,Dyffryn,Duffryn,Dyffryn,Dyffryn,,district
Q107032500,Dyffryn,Dyffryn,Dyffryn,Dyffryn,Merthyr Tydfil County Borough,territory
Q107032497,Dyffryn,Dyffryn,Dyffryn,Dyffryn,Neath Port Talbot County Borough,village
Q107032498,Dyffryn,Dyffryn,Dyffryn,Dyffryn,Pembrokeshire,suburb
Q5318598,Dyffryn,Dyffryn,,,Vale of Glamorgan,village
Q922365,Dyffryn Ardudwy,Dyffryn Ardudwy,Dyffryn Ardudwy,Dyffryn,Gwynedd,community
Q16542742,Dyffryn Arth,Dyffryn Arth,,,Ceredigion,community
Q20592475,Dyffryn Ceidrych,Dyffryn Ceidrych,,,Carmarthenshire,village
Q5318603,Dyffryn Cellwen,Dyffryn Cellwen,Dyffryn Cellwen,Dyffryn Cellwen,Neath Port Talbot County Borough,village
Q5318601,Dyffryn Cennen,Dyffryn Cennen,,,Carmarthenshire,community
Q5318606,Dyffryn Clydach,Dyffryn Clydach,Dyffryn Clydach,Dyffryn Clydach,Neath Port Talbot County Borough,community
Q24670626,Dyffryn Gwy,Wye Valley,,,Monmouthshire,community
Q15256487,Dyffryn Moss,"Moss Valley, Wrexham",,,Wrexham County Borough,village
Q4806148,Dyffryn Onnen,Ashvale,Pantygerdinen,Ashvale,Blaenau Gwent County Borough,village
Q16246361,Dyffryn-bern,Dyffryn-bern,,,Ceredigion,village
Q20592581,"Dyffryn, Powys",Dyffryn,,,Meifod,hamlet
Q5315782,Dyfnant,Dunvant,Dyfnant,Dunvant,City and County of Swansea,village
Q5318814,Dylife,Dylife,Dylife,Dylife,Powys,hamlet
Q107032502,East Bank,East Bank,East Bank,East Bank,Blaenau Gwent County Borough,human settlement
Q107032503,East Moors,East Moors,East Moors,East Moors,City and County of Cardiff,suburb
Q20593029,East Trewent,East Trewent,,,Stackpole and Castlemartin,hamlet
Q107032504,East Village,East Village,East Village,East Village,Vale of Glamorgan,suburb
Q5329684,East Williamston,East Williamston,East Williamston,East Williamston,Pembrokeshire,village
Q107032505,Eastbrook,Eastbrook,Eastbrook,Eastbrook,Vale of Glamorgan,suburb
Q5337042,"Edern, Gwynedd",Edern,Edern,Edern,Nefyn,village
Q107032506,Edmondstown,Edmondstown,Edmondstown,Edmondstown,Rhondda Cynon Taf,suburb
Q107032507,Edwardsville,Edwardsville,Edwardsville,Edwardsville,Merthyr Tydfil County Borough,suburb
Q5347183,Efail Isaf,Efail Isaf,Efailisaf,Efailisaf,Rhondda Cynon Taf,village
Q107032508,Efail-fach,Efail-fach,Efail-fach,Efail-fach,Rhondda Cynon Taf,human settlement
Q20593160,Efail-fach,Efail-fach,Efail-fach,Efail-fach,Neath Port Talbot County Borough,village
Q20593167,Efail-rhyd,Efail-rhyd,Efail-rhyd,Efail-rhyd,Powys,hamlet
Q13128090,Efail-wen,Efail-wen,Efail-wen,Efail-wen,Carmarthenshire,village
Q990159,Efailnewydd,Efailnewydd,Efailnewydd,Efailnewydd,Gwynedd,village
Q5347205,Efenechtyd,Efenechtyd,Efenechdyd,Efenechdyd,Denbighshire,community
Q12056982,Eglwys Brewys,Eglwys Brewis,Eglwys Brewys,Eglwys Brewys,Vale of Glamorgan,village
Q107032509,Eglwys Cross,Eglwys Cross,Eglwys Cross,Eglwys Cross,Wrexham County Borough,hamlet
Q15921374,Eglwys Fach,Eglwys Fach,Eglwys-fach,Eglwys-fach,Ceredigion,village
Q13128111,Eglwys Fair y Mynydd,St Mary Hill,Eglwys Fair y Mynydd,St Mary Hill,Llangan,hamlet
Q5348097,Eglwys Gymyn,Eglwyscummin,,,Carmarthenshire,community
Q5348100,Eglwys Ilan,Eglwysilan,Eglwysilan,Eglwysilan,Caerphilly County Borough,village
Q107032511,Eglwys Newydd,Newchurch,Eglwys Newydd,Newchurch,Blaenau Gwent County Borough,suburb
Q107032512,Eglwys Nynnid,Eglwys Nynnid,Eglwys Nynnid,Eglwys Nynnid,Neath Port Talbot County Borough,village
Q20007216,Eglwys Wythwr,Monington,Eglwys Wythwr,Monington,Nevern,village
Q5109052,Eglwys y Drindod,Christchurch,Eglwys y Drindod,Christchurch,Newport,village
Q3401668,Eglwysbach,Eglwysbach,Eglwys-bach,Eglwys-bach,Conwy County Borough,village
Q5348102,Eglwyswen,Eglwyswen,Eglwys Wen,Eglwys Wen,Pembrokeshire,village
Q5348103,Eglwyswrw,Eglwyswrw,Eglwyswrw,Eglwyswrw,Pembrokeshire,village
Q13128334,Einsiob,Evenjobb,Einsiob,Evenjobb,Powys,village
Q5349971,Eisingrug,Eisingrug,Eisingrug,Eisingrug,Gwynedd,hamlet
Q17520854,Eisteddfa Gurig,Eisteddfa Gurig,,,Ceredigion,village
Q5361025,Elim,Elim,Elim,Elim,Anglesey,hamlet
Q5376866,Eneu'r-glyn,Energlyn,Eneu'r-glyn,Energlyn,Caerphilly County Borough,suburb
